Time,TIMESTAMP
2024-05-10 00:00:00,146
2024-05-10 00:00:10,238
2024-05-10 00:00:20,268
2024-05-10 00:00:30,254
2024-05-10 00:00:40,261
2024-05-10 00:00:50,257
2024-05-10 00:01:00,215
2024-05-10 00:01:10,202
2024-05-10 00:01:20,182
2024-05-10 00:01:30,215
2024-05-10 00:01:40,237
2024-05-10 00:01:50,216
2024-05-10 00:02:00,201
2024-05-10 00:02:10,285
2024-05-10 00:02:20,270
2024-05-10 00:02:30,229
2024-05-10 00:02:40,236
2024-05-10 00:02:50,242
2024-05-10 00:03:00,230
2024-05-10 00:03:10,240
2024-05-10 00:03:20,220
2024-05-10 00:03:30,242
2024-05-10 00:03:40,217
2024-05-10 00:03:50,244
2024-05-10 00:04:00,290
2024-05-10 00:04:10,288
2024-05-10 00:04:20,285
2024-05-10 00:04:30,241
2024-05-10 00:04:40,232
2024-05-10 00:04:50,261
2024-05-10 00:05:00,221
2024-05-10 00:05:10,251
2024-05-10 00:05:20,271
2024-05-10 00:05:30,278
2024-05-10 00:05:40,241
2024-05-10 00:05:50,267
2024-05-10 00:06:00,219
2024-05-10 00:06:10,262
2024-05-10 00:06:20,203
2024-05-10 00:06:30,203
2024-05-10 00:06:40,259
2024-05-10 00:06:50,225
2024-05-10 00:07:00,236
2024-05-10 00:07:10,302
2024-05-10 00:07:20,246
2024-05-10 00:07:30,230
2024-05-10 00:07:40,230
2024-05-10 00:07:50,254
2024-05-10 00:08:00,285
2024-05-10 00:08:10,302
2024-05-10 00:08:20,321
2024-05-10 00:08:30,213
2024-05-10 00:08:40,212
2024-05-10 00:08:50,187
2024-05-10 00:09:00,219
2024-05-10 00:09:10,219
2024-05-10 00:09:20,265
2024-05-10 00:09:30,201
2024-05-10 00:09:40,189
2024-05-10 00:09:50,220
2024-05-10 00:10:00,212
2024-05-10 00:10:10,190
2024-05-10 00:10:20,160
2024-05-10 00:10:30,204
2024-05-10 00:10:40,218
2024-05-10 00:10:50,251
2024-05-10 00:11:00,200
2024-05-10 00:11:10,196
2024-05-10 00:11:20,216
2024-05-10 00:11:30,189
2024-05-10 00:11:40,186
2024-05-10 00:11:50,216
2024-05-10 00:12:00,215
2024-05-10 00:12:10,244
2024-05-10 00:12:20,195
2024-05-10 00:12:30,248
2024-05-10 00:12:40,248
2024-05-10 00:12:50,211
2024-05-10 00:13:00,230
2024-05-10 00:13:10,191
2024-05-10 00:13:20,276
2024-05-10 00:13:30,236
2024-05-10 00:13:40,248
2024-05-10 00:13:50,240
2024-05-10 00:14:00,175
2024-05-10 00:14:10,174
2024-05-10 00:14:20,229
2024-05-10 00:14:30,248
2024-05-10 00:14:40,264
2024-05-10 00:14:50,309
2024-05-10 00:15:00,277
2024-05-10 00:15:10,252
2024-05-10 00:15:20,303
2024-05-10 00:15:30,263
2024-05-10 00:15:40,241
2024-05-10 00:15:50,247
2024-05-10 00:16:00,204
2024-05-10 00:16:10,236
2024-05-10 00:16:20,237
2024-05-10 00:16:30,250
2024-05-10 00:16:40,210
2024-05-10 00:16:50,260
2024-05-10 00:17:00,197
2024-05-10 00:17:10,239
2024-05-10 00:17:20,319
2024-05-10 00:17:30,261
2024-05-10 00:17:40,293
2024-05-10 00:17:50,250
2024-05-10 00:18:00,225
2024-05-10 00:18:10,190
2024-05-10 00:18:20,230
2024-05-10 00:18:30,256
2024-05-10 00:18:40,226
2024-05-10 00:18:50,248
2024-05-10 00:19:00,184
2024-05-10 00:19:10,196
2024-05-10 00:19:20,176
2024-05-10 00:19:30,222
2024-05-10 00:19:40,212
2024-05-10 00:19:50,204
2024-05-10 00:20:00,213
2024-05-10 00:20:10,186
2024-05-10 00:20:20,256
2024-05-10 00:20:30,193
2024-05-10 00:20:40,236
2024-05-10 00:20:50,222
2024-05-10 00:21:00,266
2024-05-10 00:21:10,251
2024-05-10 00:21:20,228
2024-05-10 00:21:30,264
2024-05-10 00:21:40,262
2024-05-10 00:21:50,234
2024-05-10 00:22:00,258
2024-05-10 00:22:10,266
2024-05-10 00:22:20,213
2024-05-10 00:22:30,264
2024-05-10 00:22:40,214
2024-05-10 00:22:50,201
2024-05-10 00:23:00,218
2024-05-10 00:23:10,173
2024-05-10 00:23:20,209
2024-05-10 00:23:30,197
2024-05-10 00:23:40,203
2024-05-10 00:23:50,181
2024-05-10 00:24:00,200
2024-05-10 00:24:10,149
2024-05-10 00:24:20,186
2024-05-10 00:24:30,209
2024-05-10 00:24:40,206
2024-05-10 00:24:50,198
2024-05-10 00:25:00,178
2024-05-10 00:25:10,166
2024-05-10 00:25:20,196
2024-05-10 00:25:30,238
2024-05-10 00:25:40,195
2024-05-10 00:25:50,226
2024-05-10 00:26:00,216
2024-05-10 00:26:10,212
2024-05-10 00:26:20,273
2024-05-10 00:26:30,195
2024-05-10 00:26:40,260
2024-05-10 00:26:50,208
2024-05-10 00:27:00,238
2024-05-10 00:27:10,222
2024-05-10 00:27:20,197
2024-05-10 00:27:30,212
2024-05-10 00:27:40,253
2024-05-10 00:27:50,174
2024-05-10 00:28:00,157
2024-05-10 00:28:10,177
2024-05-10 00:28:20,244
2024-05-10 00:28:30,313
2024-05-10 00:28:40,230
2024-05-10 00:28:50,219
2024-05-10 00:29:00,178
2024-05-10 00:29:10,190
2024-05-10 00:29:20,181
2024-05-10 00:29:30,179
2024-05-10 00:29:40,181
2024-05-10 00:29:50,192
2024-05-10 00:30:00,163
2024-05-10 00:30:10,184
2024-05-10 00:30:20,152
2024-05-10 00:30:30,157
2024-05-10 00:30:40,203
2024-05-10 00:30:50,189
2024-05-10 00:31:00,178
2024-05-10 00:31:10,147
2024-05-10 00:31:20,176
2024-05-10 00:31:30,202
2024-05-10 00:31:40,229
2024-05-10 00:31:50,208
2024-05-10 00:32:00,218
2024-05-10 00:32:10,202
2024-05-10 00:32:20,186
2024-05-10 00:32:30,227
2024-05-10 00:32:40,226
2024-05-10 00:32:50,230
2024-05-10 00:33:00,162
2024-05-10 00:33:10,153
2024-05-10 00:33:20,177
2024-05-10 00:33:30,226
2024-05-10 00:33:40,199
2024-05-10 00:33:50,176
2024-05-10 00:34:00,214
2024-05-10 00:34:10,192
2024-05-10 00:34:20,207
2024-05-10 00:34:30,242
2024-05-10 00:34:40,194
2024-05-10 00:34:50,191
2024-05-10 00:35:00,227
2024-05-10 00:35:10,250
2024-05-10 00:35:20,208
2024-05-10 00:35:30,188
2024-05-10 00:35:40,163
2024-05-10 00:35:50,198
2024-05-10 00:36:00,186
2024-05-10 00:36:10,250
2024-05-10 00:36:20,157
2024-05-10 00:36:30,204
2024-05-10 00:36:40,225
2024-05-10 00:36:50,252
2024-05-10 00:37:00,239
2024-05-10 00:37:10,255
2024-05-10 00:37:20,186
2024-05-10 00:37:30,203
2024-05-10 00:37:40,190
2024-05-10 00:37:50,163
2024-05-10 00:38:00,159
2024-05-10 00:38:10,148
2024-05-10 00:38:20,153
2024-05-10 00:38:30,145
2024-05-10 00:38:40,124
2024-05-10 00:38:50,158
2024-05-10 00:39:00,209
2024-05-10 00:39:10,216
2024-05-10 00:39:20,187
2024-05-10 00:39:30,181
2024-05-10 00:39:40,95
2024-05-10 00:39:50,156
2024-05-10 00:40:00,197
2024-05-10 00:40:10,194
2024-05-10 00:40:20,139
2024-05-10 00:40:30,186
2024-05-10 00:40:40,144
2024-05-10 00:40:50,142
2024-05-10 00:41:00,175
2024-05-10 00:41:10,163
2024-05-10 00:41:20,193
2024-05-10 00:41:30,208
2024-05-10 00:41:40,199
2024-05-10 00:41:50,218
2024-05-10 00:42:00,221
2024-05-10 00:42:10,212
2024-05-10 00:42:20,256
2024-05-10 00:42:30,250
2024-05-10 00:42:40,268
2024-05-10 00:42:50,262
2024-05-10 00:43:00,219
2024-05-10 00:43:10,221
2024-05-10 00:43:20,228
2024-05-10 00:43:30,242
2024-05-10 00:43:40,193
2024-05-10 00:43:50,159
2024-05-10 00:44:00,225
2024-05-10 00:44:10,169
2024-05-10 00:44:20,175
2024-05-10 00:44:30,195
2024-05-10 00:44:40,166
2024-05-10 00:44:50,216
2024-05-10 00:45:00,183
2024-05-10 00:45:10,217
2024-05-10 00:45:20,184
2024-05-10 00:45:30,202
2024-05-10 00:45:40,206
2024-05-10 00:45:50,219
2024-05-10 00:46:00,263
2024-05-10 00:46:10,253
2024-05-10 00:46:20,191
2024-05-10 00:46:30,188
2024-05-10 00:46:40,178
2024-05-10 00:46:50,291
2024-05-10 00:47:00,217
2024-05-10 00:47:10,266
2024-05-10 00:47:20,235
2024-05-10 00:47:30,185
2024-05-10 00:47:40,195
2024-05-10 00:47:50,212
2024-05-10 00:48:00,209
2024-05-10 00:48:10,212
2024-05-10 00:48:20,210
2024-05-10 00:48:30,210
2024-05-10 00:48:40,236
2024-05-10 00:48:50,178
2024-05-10 00:49:00,222
2024-05-10 00:49:10,233
2024-05-10 00:49:20,202
2024-05-10 00:49:30,192
2024-05-10 00:49:40,224
2024-05-10 00:49:50,236
2024-05-10 00:50:00,300
2024-05-10 00:50:10,192
2024-05-10 00:50:20,220
2024-05-10 00:50:30,184
2024-05-10 00:50:40,182
2024-05-10 00:50:50,177
2024-05-10 00:51:00,220
2024-05-10 00:51:10,222
2024-05-10 00:51:20,182
2024-05-10 00:51:30,170
2024-05-10 00:51:40,151
2024-05-10 00:51:50,144
2024-05-10 00:52:00,197
2024-05-10 00:52:10,194
2024-05-10 00:52:20,133
2024-05-10 00:52:30,218
2024-05-10 00:52:40,259
2024-05-10 00:52:50,237
2024-05-10 00:53:00,219
2024-05-10 00:53:10,199
2024-05-10 00:53:20,201
2024-05-10 00:53:30,154
2024-05-10 00:53:40,179
2024-05-10 00:53:50,182
2024-05-10 00:54:00,247
2024-05-10 00:54:10,211
2024-05-10 00:54:20,157
2024-05-10 00:54:30,173
2024-05-10 00:54:40,164
2024-05-10 00:54:50,192
2024-05-10 00:55:00,245
2024-05-10 00:55:10,231
2024-05-10 00:55:20,231
2024-05-10 00:55:30,239
2024-05-10 00:55:40,226
2024-05-10 00:55:50,229
2024-05-10 00:56:00,205
2024-05-10 00:56:10,193
2024-05-10 00:56:20,198
2024-05-10 00:56:30,209
